Asset,Weight
Cardano5y,0.0010583074200128141
USDT5y,0.21268458474235144
XRP5y,0.09802738195480912
ETH5y,0.17640595376793558
USDC5y,0.07966610753259638
BTC5y,0.1752136250142773
LINK5y,0.010408836291281587
DOGE5y,0.0005821940168588379
BNB5y,0.17495072530694317
TRON5y,0.07100228395293383
